,week_T-0,FERARI__T-0,VPD__T-0,TSS__T-0,Cracking index__T-0,Acceptance_Score__T-0,Shattering(%)__T-0,FER_RG__T-0,weight__T-0,Rachis_Score__T-0,Firmness__T-0,berry weight__T-0
266,6,0.3545,0.176,20.5,1,5.0,0,1.822,619.42,0.0,1.9645738554129055,10.25
267,6,0.451,0.176,18.9,1,5.0,0,3.287,705.03,0.0,3.1655524011421763,9.45
268,6,0.4656,0.176,18.5,1,5.0,0,3.608,717.69,0.0,2.0084230081716448,9.25
269,6,0.62,0.176,18.8,1,5.0,0,3.396,682.61,0.0,3.429505111314918,9.4
270,6,0.5504,0.176,18.9,1,5.0,0,3.325,640.21,0.0,1.3908189963234006,9.45
271,6,0.5808,0.176,19.5,1,5.0,0,3.005,500.57,0.0,3.0265889103059154,9.75
272,6,0.4201,0.176,18.0,1,5.0,0,3.081,693.77,0.0,2.0745821898309473,9.0
273,6,0.4781,0.176,19.0,1,5.0,0,4.032,496.65,0.0,2.151482278675555,9.5
274,6,0.6169,0.176,19.0,1,5.0,0,4.075,412.07,0.0,1.3216972838956893,9.5
275,6,0.2743,0.176,17.7,1,5.0,0,1.958,460.48,0.0,2.856481410365135,8.85
276,6,0.5018,0.176,18.4,1,5.0,0,3.115,703.88,0.0,2.649350132765125,9.2
277,6,0.5324,0.176,17.9,1,5.0,0,3.39,451.01,0.0,2.423168996629661,8.95
278,6,0.465,0.176,18.3,1,5.0,0,3.222,511.89,0.0,1.2759273389569963,9.15
279,6,0.4285,0.176,18.3,1,5.0,0,2.24,495.86,0.0,1.734757264203448,9.15
280,9,0.515,0.21,16.9,1,5.0,0,2.677,649.46,0.0,0.039111876569006394,8.45
281,9,0.5028,0.21,18.7,1,5.0,0,3.233,704.58,0.0,1.928024267545936,9.35
282,9,0.5243,0.21,18.0,1,5.0,0,3.144,654.36,0.0,1.8846936732149902,9.0
283,9,0.3911,0.21,18.9,1,5.0,0,2.857,717.28,0.0,2.393322770114485,9.45
284,9,0.4386,0.21,18.2,1,5.0,0,2.543,637.03,0.0,1.0486240460811744,9.1
285,9,0.3256,0.21,18.9,1,5.0,0,1.701,657.94,0.0,2.1928310739526893,9.45
286,9,0.7429,0.21,18.1,1,5.0,0,4.619,687.02,0.0,2.5578139402740327,9.05
287,9,0.4791,0.21,19.2,1,5.0,0,3.569,713.4,0.0,1.6097430875094805,9.6
288,9,0.5917,0.21,18.9,1,5.0,0,3.307,703.05,0.0,2.091877638569696,9.45
289,9,0.5787,0.21,18.4,1,5.0,0,2.914,663.64,0.0,1.5688083994973225,9.2
290,9,0.6378,0.21,17.7,1,5.0,0,4.576,710.11,0.0,1.7882039074359417,8.85
291,9,0.5423,0.21,18.7,1,5.0,0,3.452,688.21,0.0,1.6277244014058454,9.35
292,9,0.3286,0.21,17.8,1,5.0,0,2.312,604.74,0.0,2.890715510065221,8.9
293,9,1.025,0.21,21.0,1,5.0,0,3.16,413.99,0.1,1.4126465163125412,10.5
294,9,0.3434,0.21,18.3,1,5.0,0,2.952,555.07,0.0,1.7716747420067127,9.15
295,9,0.9303,0.21,18.0,1,5.0,0,2.84,666.67,0.0,2.7182259690042563,9.0
296,9,0.3474,0.21,18.2,1,5.0,0,3.0,700.6,0.0,1.0665859486994935,9.1
297,9,0.4412,0.21,18.1,1,5.0,0,4.168,608.52,0.0,1.9015685442627481,9.05
298,9,0.2374,0.21,17.7,1,5.0,0,1.746,706.12,0.0,2.3787874202445245,8.85
299,9,0.4917,0.21,19.9,1,5.0,0,3.189,691.33,0.0,2.7813745538733228,9.95
300,9,0.3335,0.21,19.4,1,5.0,0,3.132,708.57,0.0,2.918468091591178,9.7
301,9,0.5383,0.21,18.0,1,5.0,0,4.585,699.99,0.0,2.9154815278118558,9.0
302,9,0.3947,0.21,18.5,1,5.0,0,2.452,726.87,0.0,1.694664655919845,9.25
303,9,0.4531,0.21,18.6,1,5.0,0,3.067,705.12,0.0,2.268844714433209,9.3
304,9,0.4689,0.21,18.2,1,5.0,0,4.03,674.67,0.0,2.7496676177054766,9.1
305,9,0.4159,0.21,18.2,1,5.0,0,2.41,698.68,0.0,2.5715654442495754,9.1
306,9,0.5118,0.21,18.6,1,5.0,0,3.659,621.12,0.0,2.4076214872616015,9.3
307,9,0.4336,0.21,18.7,1,5.0,0,3.197,697.97,0.0,2.025759128159632,9.35
308,12,0.7497,0.23,22.1,1,5.0,0,5.154,574.81,0.0,1.4417578873017005,11.05
309,12,0.8793,0.23,21.7,1,5.0,0,3.276,567.56,0.0,2.0499566727634995,10.85
310,12,0.5077,0.23,18.5,1,5.0,0,3.452,560.59,0.0,1.4735979293761452,9.25
311,12,0.6637,0.23,19.6,1,5.0,0,4.207,416.49,0.0,2.2560573039339387,9.8
312,12,0.5025,0.23,19.7,1,5.0,0,2.881,612.96,0.0,1.832045665422092,9.85
313,12,0.3433,0.23,19.6,1,5.0,0,1.935,623.31,0.0,3.9758373806052427,9.8
314,12,0.5587,0.23,20.5,1,5.0,0,2.249,455.67,0.1,1.3626116362832283,10.25
315,12,0.786,0.23,20.5,1,5.0,0,3.658,375.18,0.1,1.3944294940399067,10.25
316,12,0.6263,0.23,20.2,1,5.0,0,3.685,689.42,0.0,3.076845633512894,10.1
317,12,0.5651,0.23,19.2,1,5.0,0,2.498,502.04,0.0,4.23925859149816,9.6
318,12,0.523,0.23,18.6,1,5.0,0,2.888,566.74,0.0,1.9452882885011824,9.3
319,12,0.553,0.23,20.5,1,5.0,0,2.923,597.14,0.0,1.086652588465914,10.25
320,12,0.7055,0.23,19.2,1,5.0,0,4.023,700.98,0.0,1.859010703667337,9.6
321,12,0.4525,0.23,19.1,1,5.0,0,1.968,701.91,0.0,1.7147248252602507,9.55
322,12,0.3863,0.23,20.2,1,5.0,0,3.49,703.88,0.0,1.6037450025933486,10.1
323,12,0.2904,0.23,16.9,1,4.5,0,1.973,721.48,0.0,2.2157123490357415,8.45
324,12,0.6884,0.23,20.2,1,5.0,0,4.614,623.23,0.0,1.5224394779789323,10.1
325,12,0.3927,0.23,21.3,1,5.0,0,3.74,495.94,0.0,1.7460601741055068,10.65
326,12,0.5609,0.23,21.7,1,5.0,0,2.036,702.05,0.0,2.091033710147993,10.85
327,12,0.6329,0.23,19.4,1,5.0,0,2.694,663.19,0.0,2.073095840540588,9.7
328,12,0.5719,0.23,17.9,1,5.0,0,3.319,689.56,0.0,2.142160243480735,8.95
329,12,0.3747,0.23,18.7,1,5.0,0,1.789,629.55,0.0,1.775382296113448,9.35
330,12,0.6622,0.23,18.6,1,5.0,0,2.825,592.25,0.1,2.1188593150532657,9.3
331,12,0.56,0.23,19.3,1,5.0,0,2.318,731.27,0.0,1.8627339716658236,9.65
332,12,0.6896,0.23,20.4,1,5.0,0,3.627,656.61,0.0,1.4368024653205964,10.2
333,12,0.6615,0.23,19.2,1,5.0,0,4.279,648.74,0.0,2.605106284019456,9.6
334,12,0.5815,0.23,19.6,1,5.0,0,3.62,685.38,0.0,1.8791032251378188,9.8
335,12,0.4978,0.23,18.1,1,5.0,0,3.309,672.94,0.0,2.6253346844362575,9.05
336,3,0.7733,0.04,20.0,1,4.5,0,4.615,712.16,0.0,2.2190769705636684,10.0
337,3,0.8569,0.04,21.5,1,5.0,0,3.052,605.09,0.0,1.1453957375651727,10.75
338,3,0.4627,0.04,17.7,1,5.0,0,3.322,595.73,0.0,4.063559719133635,8.85
339,3,0.5047,0.04,17.8,1,5.0,0,3.421,687.0,0.0,2.483684118110523,8.9
340,3,0.3941,0.04,18.9,1,5.0,0,2.714,717.92,0.0,2.090827580862079,9.45
341,3,0.2882,0.04,19.5,1,5.0,0,2.975,595.37,0.0,2.200844234399283,9.75
342,3,0.5029,0.04,18.8,1,5.0,0,4.683,653.75,0.0,2.9165879706604625,9.4
343,3,0.2509,0.04,17.8,1,5.0,0,2.445,710.87,0.0,2.518514421350585,8.9
344,3,0.6404,0.04,18.7,1,5.0,0,4.177,694.4,0.0,1.79235052616514,9.35
345,3,0.5778,0.04,17.7,1,5.0,0,4.149,660.5,0.0,2.6550200746476262,8.85
346,3,0.4982,0.04,17.2,1,5.0,0,3.749,692.49,0.0,1.6939381195129903,8.6
347,3,0.4449,0.04,18.0,1,5.0,0,2.719,683.94,0.0,3.349376279888702,9.0
348,3,0.4611,0.04,18.7,1,5.0,0,4.404,727.4,0.0,2.0422411519136077,9.35
349,3,0.2883,0.04,18.3,1,5.0,0,2.014,468.79,0.0,2.4497735397111997,9.15
350,3,0.4685,0.04,17.5,1,5.0,0,3.123,671.07,0.0,2.2845160862421316,8.75
351,3,0.5222,0.04,17.2,1,5.0,0,4.036,679.13,0.0,2.5807432813789126,8.6
352,3,0.4754,0.04,18.0,1,5.0,0,4.023,457.69,0.0,2.6220273723958942,9.0
353,3,0.3514,0.04,17.6,1,5.0,0,2.081,637.18,0.0,1.7770581364513964,8.8
354,3,0.4224,0.04,18.8,1,5.0,0,3.753,682.8,0.0,2.315775638668352,9.4
355,3,0.52,0.04,17.1,1,5.0,0,4.125,695.18,0.0,3.505681436792392,8.55
356,3,0.6745,0.04,17.7,1,5.0,0,3.839,674.22,0.0,1.850832085184068,8.85
357,3,0.5058,0.04,18.1,1,5.0,0,4.092,652.07,0.0,2.62269012888917,9.05
358,3,0.3227,0.04,18.5,1,5.0,0,2.251,600.08,0.0,2.348358855387976,9.25
359,3,0.591,0.04,18.7,1,5.0,0,4.292,698.02,0.0,2.0257156838706725,9.35
360,3,0.4642,0.04,18.1,1,5.0,0,3.055,676.1,0.0,2.1352526015361746,9.05
361,3,0.4604,0.04,19.5,1,5.0,0,4.472,665.16,0.1,2.378972289559246,9.75
362,3,0.3248,0.04,18.2,1,5.0,0,2.676,681.29,0.0,1.6426581446490296,9.1
363,3,0.4211,0.04,18.7,1,5.0,0,4.149,649.94,0.0,2.71694020292037,9.35
364,6,0.3571,0.05,19.7,1,5.0,0,2.556,618.76,0.0,2.2404330738002702,9.85
365,6,0.2946,0.05,17.9,1,5.0,0,1.899,719.46,0.0,1.544239267570865,8.95
366,6,0.3025,0.05,18.4,1,5.0,0,2.14,663.66,0.0,2.4636304191961327,9.2
367,6,0.508,0.05,17.6,1,5.0,0,4.039,640.93,0.0,2.0110536985201284,8.8
368,6,0.5669,0.05,19.3,1,5.0,0,2.189,733.58,0.0,3.546183530608103,9.65
369,6,0.547,0.05,19.9,1,5.0,0,3.023,693.13,0.0,2.0136095167961496,9.95
370,6,0.5223,0.05,20.0,1,5.0,0,2.433,687.06,0.0,2.810783564459183,10.0
371,6,0.6511,0.05,19.9,1,5.0,0,3.79,514.19,0.0,2.0079183149424553,9.95
372,6,0.3444,0.05,18.2,1,5.0,0,2.82,694.48,0.0,3.0103315027693265,9.1
373,6,0.653,0.05,18.0,1,5.0,0,3.79,679.31,0.2,1.9260683501961848,9.0
374,6,0.9166,0.05,19.9,1,5.0,0,3.41,643.02,0.0,2.209438808840675,9.95
375,6,1.026,0.05,19.5,1,5.0,0,2.797,667.78,0.0,1.5198910544754998,9.75
376,6,0.4287,0.05,19.2,1,5.0,0,2.976,734.38,0.0,1.5229256842766494,9.6
377,6,0.4972,0.05,18.4,1,5.0,0,4.116,596.26,0.1,1.9439618511680572,9.2
378,6,0.6608,0.05,18.2,1,4.5,0,2.592,695.47,0.1,1.25835828363246,9.1
379,6,0.3834,0.05,17.2,1,5.0,0,2.851,411.18,0.0,1.7655860711263676,8.6
380,6,0.8571,0.05,16.0,1,5.0,0,3.385,689.97,0.2,1.5283857994869419,8.0
381,6,0.7362,0.05,18.6,1,5.0,0,3.891,697.93,0.1,1.6999925895701122,9.3
382,6,0.6075,0.05,17.7,1,5.0,0,2.92,503.11,0.1,2.6550071337955954,8.85
383,6,0.6153,0.05,21.4,1,5.0,0,4.733,725.32,0.1,2.02949811004987,10.7
384,6,0.6859,0.05,22.3,1,5.0,0,4.248,634.72,0.0,0.8940751476673364,11.15
385,6,0.5484,0.05,19.6,1,5.0,0,2.715,678.67,0.1,2.014142864769121,9.8
386,6,0.871,0.05,21.3,1,5.0,0,3.728,608.51,0.2,2.3952380162149973,10.65
387,6,0.4121,0.05,21.1,1,5.0,0,3.523,691.37,0.1,1.994586464311331,10.55
388,6,0.4372,0.05,19.1,1,5.0,0,3.244,489.25,0.1,2.4386194496074913,9.55
389,6,1.081,0.05,21.1,1,5.0,0,4.36,462.56,0.2,2.134033388405588,10.55
390,6,0.5946,0.05,20.0,1,5.0,0,4.301,675.69,0.0,1.9018070256787383,10.0
391,6,0.5151,0.05,22.3,1,5.0,0,2.557,488.18,0.0,2.0528360123402836,11.15
392,9,0.6583,0.05,19.1,1,4.5,0,3.477,674.73,0.1,2.3087136308459995,9.55
393,9,0.3555,0.05,18.7,1,5.0,0,2.104,717.45,0.0,2.5752082940961576,9.35
394,9,0.6077,0.05,18.4,1,5.0,0,4.053,706.53,0.1,3.148500055552286,9.2
395,9,0.6252,0.05,17.8,1,5.0,0,2.894,717.87,0.0,2.3261634454625404,8.9
396,9,0.4632,0.05,17.8,1,5.0,0,2.601,699.81,0.0,1.8298780727069848,8.9
397,9,0.4731,0.05,19.0,1,5.0,0,4.043,614.06,0.0,2.392612871945955,9.5
398,9,0.3519,0.05,18.5,1,5.0,0,3.027,685.35,0.0,1.4920358704798715,9.25
399,9,0.541,0.05,18.2,1,5.0,0,4.124,678.06,0.0,3.204069922864354,9.1
400,9,0.4117,0.05,18.8,1,5.0,0,2.899,660.32,0.0,2.27796431772841,9.4
401,9,0.4274,0.05,19.6,1,5.0,0,3.001,722.19,0.0,1.4244531950972155,9.8
402,9,0.6372,0.05,18.6,1,5.0,0,4.823,599.76,0.0,1.587252811027064,9.3
403,9,0.4384,0.05,18.8,1,5.0,0,3.601,631.42,0.0,2.1894747715439244,9.4
404,9,0.4414,0.05,19.0,1,5.0,0,3.53,706.08,0.0,1.896385733024537,9.5
405,9,0.4799,0.05,19.2,1,5.0,0,3.491,720.89,0.0,1.81440081367852,9.6
406,9,0.5233,0.05,20.4,1,5.0,0,4.502,597.73,0.0,1.916661275116593,10.2
407,9,0.4746,0.05,19.8,1,5.0,0,3.358,554.22,0.0,2.002875080036859,9.9
408,9,0.3147,0.05,17.6,1,5.0,0,2.688,668.03,0.0,2.101164548594719,8.8
409,9,0.4603,0.05,18.4,1,5.0,0,2.817,704.88,0.0,2.244074074953706,9.2
410,9,0.4825,0.05,19.7,1,5.0,0,2.668,689.44,0.1,1.7319213689156236,9.85
411,9,0.4559,0.05,19.8,1,5.0,0,3.35,668.87,0.0,2.6306515259276413,9.9
412,9,0.6408,0.05,19.8,1,5.0,0,4.646,565.52,0.0,2.4075050195933274,9.9
413,9,0.645,0.05,19.6,1,5.0,0,4.41,609.01,0.0,2.5640874804690994,9.8
414,9,0.5478,0.05,19.2,1,5.0,0,4.226,618.62,0.0,3.0864597622249734,9.6
415,9,0.7167,0.05,18.4,1,5.0,0,3.386,426.92,0.0,2.3439312353004023,9.2
416,9,0.526,0.05,20.4,1,5.0,0,4.096,676.0,0.0,1.8846391367671471,10.2
417,9,0.84,0.05,18.8,1,5.0,0,4.297,666.03,0.1,1.7632557934143058,9.4
418,9,0.6525,0.05,19.2,1,5.0,0,4.313,509.26,0.0,2.6643984949834367,9.6
419,9,0.4938,0.05,20.3,1,5.0,0,3.895,483.91,0.0,1.7618526353155715,10.15
420,12,0.5842,0.06,20.0,1,5.0,0,2.161,702.43,0.0,1.947575121924284,10.0
421,12,0.6614,0.06,19.7,1,4.5,0,3.74,686.23,0.0,2.958181717779602,9.85
422,12,0.5067,0.06,20.3,1,5.0,0,4.377,660.85,0.0,1.8305112501099052,10.15
423,12,0.5926,0.06,20.9,1,4.5,0,2.981,684.96,0.0,2.078729732906719,10.45
424,12,0.5489,0.06,20.5,1,5.0,0,4.598,656.55,0.0,2.1801666015477084,10.25
425,12,0.7638,0.06,20.7,1,5.0,0,4.111,655.68,0.0,2.218681350230165,10.35
426,12,0.6551,0.06,19.4,1,4.5,0,4.581,523.24,0.1,2.3117038920116157,9.7
427,12,0.3074,0.06,18.1,1,5.0,0,1.971,697.89,0.1,1.6862752864177935,9.05
428,12,0.3798,0.06,18.6,1,5.0,0,2.442,334.48,0.0,2.506101371213625,9.3
429,12,0.6065,0.06,19.2,1,5.0,0,4.612,355.68,0.0,2.001981236900182,9.6
430,12,0.4813,0.06,17.4,1,5.0,0,3.987,693.13,0.0,2.3034947700914175,8.7
431,12,0.7058,0.06,19.0,1,5.0,0,4.175,715.59,0.0,1.0943311354528622,9.5
432,12,0.3531,0.06,18.1,1,5.0,0,2.435,468.41,0.0,2.6992149330248947,9.05
433,12,0.6139,0.06,20.4,1,5.0,0,4.878,406.47,0.0,2.2360941909837617,10.2
434,12,0.4558,0.06,20.6,1,5.0,0,4.002,654.62,0.0,2.0248495711312033,10.3
435,12,0.5441,0.06,18.5,1,5.0,0,4.108,663.7,0.0,2.51377159908141,9.25
436,12,0.385,0.06,17.6,1,5.0,0,2.278,305.77,0.0,0.9048299200512464,8.8
437,12,0.5188,0.06,18.8,1,5.0,0,3.854,501.81,0.0,2.256309650548533,9.4
438,12,0.6701,0.06,21.8,1,4.5,0,3.814,653.89,0.0,1.7221195978491017,10.9
439,12,0.6465,0.06,17.9,1,5.0,0,3.881,675.29,0.0,2.4622947383972713,8.95
440,12,0.7011,0.06,19.2,1,5.0,0,6.158,542.06,0.0,1.9327763332808463,9.6
441,12,0.4569,0.06,19.0,1,5.0,0,3.239,593.61,0.0,2.5988669446476127,9.5
442,12,0.6574,0.06,21.7,1,5.0,0,4.681,507.65,0.0,1.5541584306522351,10.85
443,12,0.384,0.06,19.9,1,5.0,0,2.482,677.12,0.1,1.5759036837963247,9.95
444,12,0.2772,0.06,17.4,1,5.0,0,2.544,426.21,0.1,2.377109731213429,8.7
445,12,0.3051,0.06,16.3,1,5.0,0,2.65,674.44,0.0,2.894785408028809,8.15
446,12,0.2661,0.06,14.7,1,5.0,0,1.815,639.42,0.0,2.5752702253165896,7.35
447,12,0.1641,0.06,17.8,1,5.0,0,1.915,629.32,0.0,1.9111151956749548,8.9
448,3,0.4829,0.11,17.3,1,5.0,0,3.212,524.51,0.0,2.0967175172290986,8.65
449,3,0.59,0.11,18.9,1,5.0,0,4.185,565.11,0.0,2.618361413884971,9.45
450,3,0.2054,0.11,16.6,1,5.0,0,1.909,661.6,0.0,2.264598266274062,8.3
451,3,0.4794,0.11,17.2,1,5.0,0,3.256,647.22,0.0,2.461698534857295,8.6
452,3,0.6917,0.11,19.1,1,5.0,0,3.146,656.41,0.0,3.8246244489755497,9.55
453,3,0.7417,0.11,19.0,1,5.0,0,6.478,532.51,0.0,1.5200158412629365,9.5
454,3,0.6474,0.11,19.2,1,5.0,0,4.819,644.81,0.0,2.2167771962885356,9.6
455,3,0.644,0.11,18.2,1,5.0,0,3.993,652.35,0.0,2.41216280197773,9.1
456,3,0.5836,0.11,19.1,1,5.0,0,2.352,678.47,0.0,2.1426150219949496,9.55
457,3,0.4815,0.11,19.3,1,5.0,0,2.578,682.23,0.0,2.3592855562345774,9.65
458,3,0.6289,0.11,19.4,1,5.0,0,2.573,611.28,0.0,2.120878087970022,9.7
459,3,0.5754,0.11,19.8,1,5.0,0,4.5,644.84,0.0,2.1267874356150878,9.9
460,3,0.6946,0.11,20.0,1,4.5,0,2.821,448.32,0.0,1.2151580221683929,10.0
461,3,0.6156,0.11,19.3,1,5.0,0,2.455,692.76,0.0,1.9754229111473236,9.65
462,3,0.7807,0.11,20.3,1,4.5,0,3.271,683.88,0.0,1.3532110316296515,10.15
463,3,0.5084,0.11,17.8,1,5.0,0,4.054,695.72,0.0,2.2608620574235445,8.9
464,3,0.7173,0.11,18.8,1,5.0,0,4.338,670.04,0.0,2.1904730658434195,9.4
465,3,0.6691,0.11,19.9,1,5.0,0,3.837,734.58,0.0,1.7668551989719292,9.95
466,3,0.5821,0.11,20.1,1,5.0,0,4.134,499.61,0.0,2.9307156836914623,10.05
467,3,0.8177,0.11,19.7,1,5.0,0,3.892,579.72,0.0,2.2933879646556057,9.85
468,3,0.73,0.11,19.8,1,5.0,0,4.679,689.58,0.0,1.8849201381255238,9.9
469,3,0.56,0.11,19.1,1,5.0,0,3.833,461.34,0.0,2.358412973069093,9.55
470,3,0.8738,0.11,20.1,1,5.0,0,3.173,458.02,0.2,1.7900526005831545,10.05
471,3,0.5776,0.11,20.9,1,5.0,0,2.352,470.91,0.0,2.2198571190717926,10.45
472,3,0.7094,0.11,19.6,1,5.0,0,3.744,734.36,0.0,1.7576866053083278,9.8
473,3,0.6072,0.11,19.2,1,5.0,0,4.223,706.69,0.0,2.250547274008671,9.6
474,3,0.6811,0.11,19.7,1,5.0,0,2.996,679.41,0.1,2.1520673900566485,9.85
475,3,0.5793,0.11,19.8,1,5.0,0,3.237,687.14,0.0,2.738720581234257,9.9
476,6,0.6164,0.097,20.5,1,5.0,0,2.76,603.5,0.0,2.0824687147969567,10.25
477,6,0.8742,0.097,20.6,1,5.0,0,4.158,468.63,0.0,1.1492983287989387,10.3
478,6,0.3465,0.097,18.2,1,5.0,0,1.932,563.61,0.0,1.5233407158881984,9.1
479,6,0.5046,0.097,19.1,1,5.0,0,4.805,704.54,0.0,2.5148872853957536,9.55
480,6,0.3916,0.097,19.8,1,5.0,0,2.683,678.65,0.0,2.481277119632852,9.9
481,6,0.6059,0.097,19.1,1,5.0,0,2.395,688.62,0.0,3.051181150896713,9.55
482,6,0.5506,0.097,19.7,1,5.0,0,4.121,710.64,0.0,2.9158651316399022,9.85
483,6,0.6934,0.097,19.2,1,5.0,0,5.131,577.62,0.0,2.8359701598968097,9.6
484,6,0.3354,0.097,19.8,1,5.0,0,2.678,696.54,0.1,2.2833809886497427,9.9
485,6,0.6526,0.097,20.0,1,5.0,0,4.75,694.31,0.0,2.348179532152697,10.0
486,6,0.5957,0.097,17.7,1,5.0,0,4.209,650.42,0.0,2.6675255594419465,8.85
487,6,0.5496,0.097,20.5,1,5.0,0,3.039,356.54,0.0,1.8022863274848349,10.25
488,6,0.4272,0.097,21.1,1,5.0,0,2.227,482.06,0.0,2.6347084830392,10.55
489,6,0.6407,0.097,21.7,1,5.0,0,5.548,690.69,0.0,2.6649096586386407,10.85
490,6,0.6324,0.097,19.7,1,5.0,0,2.927,637.67,0.0,1.694897591256394,9.85
491,6,0.5055,0.097,19.9,1,5.0,0,3.53,660.91,0.0,2.4153388568046417,9.95
492,6,0.5239,0.097,19.7,1,5.0,0,3.049,702.19,0.0,2.4467379855634763,9.85
493,6,0.4489,0.097,19.2,1,4.5,0,2.402,646.32,0.1,2.1823674707394654,9.6
494,6,0.5599,0.097,19.7,1,5.0,0,4.602,640.86,0.0,2.3948728993184227,9.85
495,6,0.6314,0.097,18.4,1,5.0,0,3.614,550.71,0.0,1.5679801849673711,9.2
496,6,0.4602,0.097,18.0,1,5.0,0,3.065,408.7,0.0,2.489860601915361,9.0
497,6,0.2987,0.097,18.4,1,5.0,0,1.958,494.02,0.0,2.349264715030111,9.2
498,6,0.5231,0.097,18.5,1,5.0,0,4.187,673.62,0.0,1.7890875827603094,9.25
499,6,0.5163,0.097,18.8,1,5.0,0,3.374,697.5,0.0,2.6378919326387003,9.4
500,6,0.7857,0.097,19.8,1,5.0,0,3.8,649.41,0.0,1.2559596042739516,9.9
501,6,0.6481,0.097,20.5,1,5.0,0,5.1,695.04,0.0,1.6853527885373345,10.25
502,6,0.698,0.097,19.7,1,5.0,0,2.23,690.7,0.0,1.5799911443448122,9.85
503,6,0.654,0.097,20.7,1,5.0,0,2.478,546.1,0.0,1.9881391469604264,10.35
504,9,0.4385,0.091,17.8,1,5.0,0,2.892,660.78,0.2,3.1700327089844462,8.9
505,9,0.7393,0.091,20.6,1,5.0,0,4.88,436.94,0.0,3.204854693105346,10.3
506,9,0.4099,0.091,20.6,1,5.0,0,2.351,690.99,0.0,1.8262324498206814,10.3
507,9,0.9006,0.091,19.2,1,5.0,0,2.752,547.92,0.1,1.1674737554757608,9.6
508,9,0.8625,0.091,19.3,1,5.0,0,3.591,661.48,0.0,1.6490703368301374,9.65
509,9,0.5775,0.091,20.0,1,5.0,0,1.973,453.77,0.0,1.7163387343777672,10.0
510,9,0.4363,0.091,19.7,1,5.0,0,3.066,720.49,0.0,2.675404689635368,9.85
511,9,0.5284,0.091,18.9,1,5.0,0,3.045,512.91,0.0,3.087287976754925,9.45
512,9,0.5712,0.091,19.6,1,5.0,0,2.083,673.67,0.0,2.070891273962537,9.8
513,9,0.6625,0.091,19.3,1,5.0,0,5.21,684.91,0.0,1.9749579648207995,9.65
514,9,1.035,0.091,20.7,1,5.0,0,3.997,437.25,0.0,1.270646546981983,10.35
515,9,0.6341,0.091,20.3,1,5.0,0,4.25,726.53,0.0,2.1155464569334606,10.15
516,9,0.6025,0.091,20.2,1,5.0,0,2.822,678.47,0.0,2.8270751728189953,10.1
517,9,0.4847,0.091,19.8,1,5.0,0,3.608,673.56,0.0,2.4566358886736537,9.9
518,9,0.6104,0.091,18.9,1,5.0,0,4.164,643.21,0.0,2.268518420092726,9.45
519,9,0.518,0.091,18.2,1,5.0,0,3.934,635.05,0.0,1.678722450564856,9.1
520,9,0.4758,0.091,20.1,1,5.0,0,3.363,681.86,0.0,1.3827503750823904,10.05
521,9,0.605,0.091,20.6,1,5.0,0,4.257,697.75,0.0,2.5182703938551527,10.3
522,9,0.5604,0.091,19.2,1,5.0,0,3.424,577.71,0.1,2.5190200389263477,9.6
523,9,0.5427,0.091,18.6,1,5.0,0,3.67,617.7,0.0,1.5475539743838174,9.3
524,9,1.014,0.091,20.3,1,5.0,0,3.201,557.43,0.0,2.9151441413124894,10.15
525,9,0.8659,0.091,20.9,1,5.0,0,2.464,506.32,0.0,1.6390411765065083,10.45
526,9,0.6242,0.091,18.0,1,5.0,0,3.429,682.66,0.0,2.614350674102093,9.0
527,9,0.649,0.091,18.7,1,5.0,0,3.948,703.32,0.0,2.366336471898047,9.35
528,9,0.7417,0.091,19.2,1,5.0,0,4.782,719.28,0.1,2.736284928012804,9.6
529,9,0.4804,0.091,19.8,1,5.0,0,3.728,632.74,0.0,1.5635220614428678,9.9
530,9,0.7011,0.091,19.0,1,5.0,0,4.518,600.03,0.0,2.563689087095875,9.5
531,9,0.4522,0.091,20.5,1,4.5,0,1.83,636.87,0.0,1.1735707454752684,10.25
532,12,0.9206,0.09,21.3,1,5.0,0,4.689,581.25,0.0,2.0910300127616988,10.65
533,12,0.4901,0.09,20.4,1,5.0,0,2.79,658.67,0.0,2.1166455050094783,10.2
534,12,0.4466,0.09,19.3,1,5.0,0,3.106,492.93,0.0,2.752946275002059,9.65
535,12,0.4984,0.09,20.1,1,5.0,0,4.343,559.05,0.0,2.059349882644488,10.05
536,12,0.3404,0.09,19.0,1,5.0,0,2.18,707.62,0.0,2.5538974838416624,9.5
537,12,0.5279,0.09,19.9,1,5.0,0,4.011,690.13,0.0,2.943423600385403,9.95
538,12,0.6329,0.09,18.6,1,5.0,0,4.658,677.24,0.0,2.957342411090768,9.3
539,12,0.4173,0.09,19.8,1,5.0,0,2.698,692.51,0.0,2.1522827628082988,9.9
540,12,0.5615,0.09,19.6,1,5.0,0,4.278,609.75,0.0,2.7768313904640474,9.8
541,12,0.4924,0.09,19.0,1,5.0,0,3.483,604.65,0.0,1.34316338437455,9.5
542,12,0.3863,0.09,17.1,1,5.0,0,2.299,646.39,0.0,1.9331026276213292,8.55
543,12,0.395,0.09,18.1,1,5.0,0,3.317,687.3,0.0,1.7493351340157937,9.05
544,12,0.5554,0.09,19.8,1,5.0,0,4.195,670.98,0.0,1.9551908133442273,9.9
545,12,0.6013,0.09,18.2,1,5.0,0,4.346,537.42,0.0,2.812298568493324,9.1
