,0,1,2,0,1,2
0,0.75462526,0.5226483,0.013973115,0.75,0.28571428571428575,0.0338463139368564
1,0.74361706,0.5391694,0.015731618,1.0,0.14285714285714296,0.044467990241237355
2,0.7314062,0.56039995,0.019617088,1.0,0.28571428571428575,0.0
3,0.73898005,0.5332381,0.020018037,1.0,0.28571428571428575,0.0323782958221926
4,0.78488064,0.48039743,0.0069305357,1.0,0.28571428571428575,0.017163016372776434
5,0.7695048,0.5164037,0.0013543032,0.75,0.28571428571428575,0.0
6,0.7658038,0.50178504,0.0077832304,1.0,0.14285714285714296,0.03996958851324739
7,0.7952604,0.46837795,0.00826983,0.75,0.42857142857142855,0.0
8,0.7868891,0.47642773,0.008504948,1.0,0.28571428571428575,0.0
9,0.8055875,0.4685067,0.0011335276,0.75,0.14285714285714296,0.05173551507026831
10,0.7530211,0.52819794,0.0058711134,1.0,0.0,0.023484807756764817
11,0.7480267,0.52353543,0.014898915,1.0,0.14285714285714296,0.0
12,0.7764124,0.50319475,0.010224635,1.0,0.14285714285714296,0.0
13,0.78162426,0.48335963,0.0050400626,1.0,0.28571428571428575,0.020746812097403342
14,0.78950155,0.48556066,0.009647761,1.0,0.28571428571428575,0.0
15,0.76207,0.5190849,0.012525158,0.75,0.42857142857142855,0.0
16,0.74053097,0.5346458,0.017578037,1.0,0.14285714285714296,0.0
17,0.75206375,0.5149678,0.01706393,1.0,0.28571428571428575,0.0
18,0.7682384,0.5002544,0.0043602698,1.0,0.28571428571428575,0.0
19,0.7866484,0.4769956,0.008747743,1.0,0.14285714285714296,0.0
20,0.7946124,0.47676778,0.0110936295,1.0,0.14285714285714296,0.0
21,0.7797544,0.48963788,0.005686652,1.0,0.14285714285714296,0.0
22,0.79352546,0.47379386,0.003064707,0.75,0.42857142857142855,0.0
23,0.73685676,0.5374313,0.02044839,1.0,0.14285714285714296,0.0
24,0.75325656,0.5201424,0.015855722,0.75,0.42857142857142855,0.0
25,0.7394054,0.530941,0.022866582,0.75,0.28571428571428575,0.0
26,0.7499349,0.5210379,0.013406223,1.0,0.42857142857142855,0.03408544408515382
27,0.73428077,0.54846895,0.01840468,1.0,0.42857142857142855,0.0
28,0.7562765,0.51375204,0.013911061,1.0,0.42857142857142855,0.0202104034510537
29,0.7292538,0.5592567,0.017549057,0.5,0.5714285714285714,0.02746943033544897
30,0.7627978,0.50110245,0.012646116,1.0,0.28571428571428575,0.0
31,0.78106123,0.48144853,0.008894054,0.75,0.28571428571428575,0.0
32,0.7772736,0.49815023,0.0114862565,1.0,0.14285714285714296,0.0
33,0.7660399,0.50379217,0.0043999366,0.75,0.42857142857142855,0.0
34,0.7618903,0.50216454,0.011247106,0.75,0.42857142857142855,0.0
35,0.76954067,0.50727654,0.011197565,0.75,0.42857142857142855,0.0
36,0.77595115,0.49287188,0.003530465,1.0,0.42857142857142855,0.0
37,0.76788694,0.49730572,0.009333707,1.0,0.28571428571428575,0.0
38,0.7496588,0.5306272,0.020031808,0.75,0.5714285714285714,0.020875217932018415
39,0.77651703,0.4887281,0.009580579,0.75,0.5714285714285714,0.0
40,0.7614268,0.518627,0.0034855008,1.0,0.28571428571428575,0.0
41,0.7631769,0.50184804,0.014122006,0.75,0.14285714285714296,0.0
42,0.7588255,0.5180707,0.016072758,1.0,0.14285714285714296,0.014038188800482335
43,0.78208435,0.49226612,0.013843734,1.0,0.14285714285714296,0.0
44,0.7487992,0.5184134,0.019238222,1.0,0.28571428571428575,0.03477346046154511
45,0.7983863,0.46361294,0.009145021,1.0,0.28571428571428575,0.0
46,0.7364419,0.5378773,0.024791406,1.0,0.28571428571428575,0.0
47,0.7769618,0.48665035,0.009728586,0.75,0.42857142857142855,0.017674869539887766
48,0.7356744,0.5502084,0.021571323,1.0,0.42857142857142855,0.015481517587097295
49,0.74831307,0.532131,0.008507747,1.0,0.28571428571428575,0.018736887446119437
50,0.75186265,0.5292606,0.016778331,1.0,0.28571428571428575,0.0
51,0.7698052,0.52036417,0.011107594,1.0,0.28571428571428575,0.0
52,0.739918,0.54370135,0.011879014,1.0,0.28571428571428575,0.0
53,0.7565979,0.5226901,0.01708256,1.0,0.28571428571428575,0.018018838925830942
54,0.76651967,0.5023174,0.006296128,1.0,0.14285714285714296,0.0
55,0.73400754,0.55358046,0.025514469,1.0,0.42857142857142855,0.0
56,0.7682216,0.5448393,0.009392871,0.5,0.7142857142857144,0.0
57,0.798046,0.46994764,0.0038505457,1.0,0.28571428571428575,0.0
58,0.77567625,0.5091826,0.010093147,1.0,0.14285714285714296,0.027928402582601444
59,0.7803422,0.4982368,0.012131559,1.0,0.14285714285714296,0.0
60,0.7241806,0.5352242,0.015817376,0.75,0.42857142857142855,0.020725397643475866
61,0.7364347,0.5354154,0.019299034,1.0,0.14285714285714296,0.0
62,0.7532878,0.51021826,0.014352661,0.75,0.5714285714285714,0.08170858337464361
63,0.74715143,0.52453375,0.015172046,0.75,0.28571428571428575,0.0
64,0.74648887,0.5202912,0.009964636,1.0,0.42857142857142855,0.0
65,0.7346659,0.5490691,0.019838735,1.0,0.28571428571428575,0.0
66,0.7706989,0.49814433,0.004437363,0.75,0.42857142857142855,0.0
67,0.77027357,0.49284297,0.013990901,1.0,0.14285714285714296,0.0
68,0.7363473,0.5385438,0.020995587,1.0,0.28571428571428575,0.0
69,0.78213644,0.48235375,0.008267719,0.75,0.28571428571428575,0.0
70,0.7954247,0.4782884,0.009863863,1.0,0.28571428571428575,0.0
71,0.798401,0.47498426,0.010228973,1.0,0.28571428571428575,0.0
72,0.7449933,0.5355228,0.011500275,0.75,0.42857142857142855,0.0
73,0.76773083,0.49884585,0.007757645,0.75,0.42857142857142855,0.0
74,0.78083384,0.49639595,0.01028196,1.0,0.28571428571428575,0.0
75,0.7553031,0.5248491,0.015023593,1.0,0.28571428571428575,0.0
76,0.75773853,0.51118165,0.013225406,1.0,0.28571428571428575,0.0
77,0.7587398,0.5221652,0.014387554,1.0,0.42857142857142855,0.0
78,0.7678456,0.5146402,0.010735821,1.0,0.28571428571428575,0.0
79,0.7442811,0.54545444,0.015486319,1.0,0.28571428571428575,0.02048525461454239
80,0.7753029,0.49442542,0.0059864074,1.0,0.28571428571428575,0.0
81,0.75937116,0.51722693,0.019201353,1.0,0.0,0.025625567813826137
82,0.77327645,0.48771465,0.0102701485,0.75,0.5714285714285714,0.022912101420173494
83,0.7523694,0.51117754,0.018251922,1.0,0.28571428571428575,0.012969932046806534
84,0.734769,0.55026966,0.01918311,1.0,0.28571428571428575,0.0
85,0.7768768,0.48626393,0.010468224,1.0,0.28571428571428575,0.0
86,0.7554633,0.51436263,0.014182456,0.75,0.42857142857142855,0.06142602910240325
87,0.7714492,0.49067277,0.011525126,1.0,0.5714285714285714,0.0
88,0.7477989,0.5227932,0.014754444,1.0,0.42857142857142855,0.0
89,0.7474838,0.53083986,0.013110578,1.0,0.28571428571428575,0.019245520019898633
90,0.8026689,0.47127986,0.008434862,1.0,0.28571428571428575,0.0
91,0.76673186,0.5094023,0.015720474,1.0,0.42857142857142855,0.0
92,0.77391815,0.5025055,0.01036798,0.75,0.42857142857142855,0.0
